Reporting Area,MMWR Year,MMWR Week,"Invasive pneumococcal disease, all ages§, Confirmed, Current week","Invasive pneumococcal disease, all ages§, Confirmed, Current week, flag","Invasive pneumococcal disease, all ages§, Confirmed, Previous 52 weeks Max†","Invasive pneumococcal disease, all ages§, Confirmed, Previous 52 weeks Max†, flag","Invasive pneumococcal disease, all ages§, Confirmed, Cum 2020†","Invasive pneumococcal disease, all ages§, Confirmed, Cum 2020†, flag","Invasive pneumococcal disease, all ages§, Confirmed, Cum 2019†","Invasive pneumococcal disease, all ages§, Confirmed, Cum 2019†, flag","Invasive pneumococcal disease, all ages§, Probable, Current week","Invasive pneumococcal disease, all ages§, Probable, Current week, flag","Invasive pneumococcal disease, all ages§, Probable, Previous 52 weeks Max†","Invasive pneumococcal disease, all ages§, Probable, Previous 52 weeks Max†, flag","Invasive pneumococcal disease, all ages§, Probable,  Cum 2020†","Invasive pneumococcal disease, all ages§, Probable,  Cum 2020†, flag","Invasive pneumococcal disease, all ages§, Probable,  Cum 2019†","Invasive pneumococcal disease, all ages§, Probable, Cum 2019†, flag",Location 1,Location 2,Reporting Area Sort,New Georeferenced Column
EAST NORTH CENTRAL,2020,48,1,,133,,1458,,3018,,,-,6,,41,,59,,,EAST NORTH CENTRAL,20204814,
TENNESSEE,2020,48,,-,31,,358,,690,,,-,1,,2,,4,,TENNESSEE,,20204842,POINT (-86.343226 35.842998)
CONNECTICUT,2020,48,,-,12,,122,,225,,,-,1,,1,,,-,CONNECTICUT,,20204803,POINT (-72.738288 41.575155)
MARYLAND,2020,48,,-,21,,263,,422,,,-,1,,,-,1,,MARYLAND,,20204833,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,48,,-,34,,78,,415,,,-,2,,3,,9,,SOUTH CAROLINA,,20204835,POINT (-80.864614 33.878572)
OKLAHOMA,2020,48,,N,,NC,,N,,N,,N,,NC,,N,,N,OKLAHOMA,,20204846,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,48,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20204865,POINT (145.725693 15.1834)
OHIO,2020,48,,-,62,,733,,1100,,,-,5,,35,,40,,OHIO,,20204818,POINT (-82.70936 40.415534)
MINNESOTA,2020,48,,-,22,,2,,473,,,-,0,,,-,,-,MINNESOTA,,20204823,POINT (-94.198308 46.349153)
LOUISIANA,2020,48,,-,24,,223,,373,,,-,3,,4,,1,,LOUISIANA,,20204845,POINT (-91.840238 30.921314)
HAWAII,2020,48,,-,4,,34,,100,,,-,0,,,-,,-,HAWAII,,20204860,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,48,9,,154,,1581,,2770,,,-,4,,16,,27,,,SOUTH ATLANTIC,20204828,
PENNSYLVANIA,2020,48,,-,27,,111,,596,,,-,1,,2,,8,,PENNSYLVANIA,,20204813,POINT (-77.838886 40.896694)
UTAH,2020,48,,-,12,,152,,197,,,-,1,,1,,2,,UTAH,,20204855,POINT (-111.678222 39.323779)
COLORADO,2020,48,7,,24,,329,,521,,,-,0,,,-,1,,COLORADO,,20204850,POINT (-105.547832 38.998552)
VERMONT,2020,48,,-,5,,24,,51,,,-,1,,1,,1,,VERMONT,,20204808,POINT (-72.662695 44.075252)
KENTUCKY,2020,48,,-,34,,190,,350,,,-,2,,2,,1,,KENTUCKY,,20204840,POINT (-85.290484 37.526683)
PUERTO RICO,2020,48,,-,0,,,-,2,,,-,0,,,-,,-,PUERTO RICO,,20204867,POINT (-66.414655 18.215692)
MAINE,2020,48,3,,9,,83,,154,,,-,0,,,-,,-,MAINE,,20204804,POINT (-69.06137 45.117911)
VIRGINIA,2020,48,,-,2,,8,,21,,,-,0,,,-,,-,VIRGINIA,,20204836,POINT (-78.666382 37.510861)
ARIZONA,2020,48,4,,36,,563,,671,,,-,2,,6,,1,,ARIZONA,,20204849,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,48,,N,,NC,,N,,N,,N,,NC,,N,,N,,AMERICAN SAMOA,20204864,
WISCONSIN,2020,48,1,,23,,242,,403,,,-,0,,,-,,-,WISCONSIN,,20204819,POINT (-89.732969 44.639954)
IDAHO,2020,48,,N,,NC,,N,,N,,N,,NC,,N,,N,IDAHO,,20204851,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,48,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20204868,POINT (-64.840836 18.060868)
MICHIGAN,2020,48,,-,46,,402,,863,,,-,4,,2,,17,,MICHIGAN,,20204817,POINT (-85.730977 44.874798)
GEORGIA,2020,48,3,,75,,480,,780,,,-,0,,,-,,-,GEORGIA,,20204832,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,48,3,,42,,410,,712,,,-,10,,15,,17,,,NEW YORK CITY,20204812,
ARKANSAS,2020,48,,-,33,,164,,308,,,-,1,,1,,,-,ARKANSAS,,20204844,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,48,,-,19,,164,,295,,,-,0,,,-,,-,MISSISSIPPI,,20204841,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,48,,-,5,,32,,92,,,-,0,,,-,4,,SOUTH DAKOTA,,20204827,POINT (-100.230491 44.43614)
WYOMING,2020,48,,-,3,,22,,37,,,-,0,,,-,,-,WYOMING,,20204856,POINT (-107.55145 42.999627)
MISSOURI,2020,48,,-,41,,324,,591,,,-,1,,4,,41,,MISSOURI,,20204824,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,48,4,,172,,1361,,2598,,,-,11,,64,,61,,,MIDDLE ATLANTIC,20204809,
CALIFORNIA,2020,48,,N,,NC,,N,,N,,N,,NC,,N,,N,CALIFORNIA,,20204859,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,48,,-,16,,141,,273,,,-,2,,3,,1,,WEST VIRGINIA,,20204837,POINT (-80.613729 38.642579)
FLORIDA,2020,48,6,,69,,523,,752,,,-,2,,10,,15,,FLORIDA,,20204831,POINT (-82.420978 28.260731)
MONTANA,2020,48,,-,7,,66,,118,,,-,1,,2,,1,,MONTANA,,20204852,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,48,,-,54,,487,,1397,,,-,1,,7,,46,,,WEST NORTH CENTRAL,20204820,
MASSACHUSETTS,2020,48,,-,19,,202,,399,,,-,1,,1,,4,,MASSACHUSETTS,,20204805,POINT (-71.481104 42.151077)
MOUNTAIN,2020,48,11,,93,,1450,,2219,,,-,2,,9,,5,,,MOUNTAIN,20204848,
INDIANA,2020,48,,-,26,,81,,652,,,-,1,,4,,2,,INDIANA,,20204816,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,48,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20204869,
US TERRITORIES,2020,48,,-,0,,,-,2,,,-,0,,,-,,-,,US TERRITORIES,20204863,
TOTAL,2020,49,62,,913,,9131,,17648,,1,,13,,178,,245,,,TOTAL,20204970,
US RESIDENTS,2020,49,62,,913,,9131,,17646,,1,,13,,178,,245,,,US RESIDENTS,20204901,
NEW HAMPSHIRE,2020,49,,-,8,,70,,119,,,-,1,,2,,,-,NEW HAMPSHIRE,,20204906,POINT (-71.57139 43.680429)
NEW YORK,2020,49,5,,94,,522,,766,,,-,4,,17,,1,,NEW YORK,,20204911,POINT (-75.59655 42.921241)
PACIFIC,2020,49,,-,11,,184,,243,,,-,2,,9,,2,,,PACIFIC,20204957,
WEST SOUTH CENTRAL,2020,49,9,,285,,1031,,2228,,,-,3,,21,,32,,,WEST SOUTH CENTRAL,20204943,
NEBRASKA,2020,49,,-,9,,91,,173,,,-,1,,3,,1,,NEBRASKA,,20204925,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,49,1,,80,,951,,1782,,,-,2,,4,,6,,,EAST SOUTH CENTRAL,20204938,
NORTH DAKOTA,2020,49,,-,6,,39,,75,,,-,0,,,-,,-,NORTH DAKOTA,,20204926,POINT (-100.46931 47.446305)
NEVADA,2020,49,,-,15,,145,,354,,,-,0,,,-,,-,NEVADA,,20204953,POINT (-114.916992 39.283294)
ILLINOIS,2020,49,,N,,NC,,N,,N,,N,,NC,,N,,N,ILLINOIS,,20204915,POINT (-89.148632 40.124144)
IOWA,2020,49,,N,,NC,,N,,N,,N,,NC,,N,,N,IOWA,,20204921,POINT (-93.500061 42.074659)
TEXAS,2020,49,5,,237,,635,,1514,,,-,3,,16,,31,,TEXAS,,20204947,POINT (-99.317341 31.447238)
ALASKA,2020,49,,-,10,,150,,142,,,-,2,,9,,2,,ALASKA,,20204958,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,49,,-,6,,43,,49,,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20204930,POINT (-77.016275 38.904785)
WASHINGTON,2020,49,,N,,NC,,N,,N,,N,,NC,,N,,N,WASHINGTON,,20204962,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,49,1,,39,,541,,1050,,,-,2,,5,,6,,,NEW ENGLAND,20204902,
RHODE ISLAND,2020,49,,-,8,,39,,75,,,-,0,,,-,1,,RHODE ISLAND,,20204907,POINT (-71.534637 41.572574)
OREGON,2020,49,,N,,NC,,N,,N,,N,,NC,,N,,N,OREGON,,20204961,POINT (-120.605279 43.940449)
DELAWARE,2020,49,,-,6,,45,,64,,,-,0,,,-,1,,DELAWARE,,20204929,POINT (-75.452394 38.994926)
ALABAMA,2020,49,1,,17,,239,,405,,,-,0,,,-,1,,ALABAMA,,20204939,POINT (-86.844516 32.756889)
KANSAS,2020,49,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20204922,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,49,,N,,NC,,N,,N,,N,,NC,,N,,N,NORTH CAROLINA,,20204934,POINT (-79.130883 35.52603)
GUAM,2020,49,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20204966,POINT (144.653198 13.3532)
NEW JERSEY,2020,49,,-,32,,323,,572,,,-,4,,30,,35,,NEW JERSEY,,20204910,POINT (-74.655514 40.110253)
NEW MEXICO,2020,49,,-,19,,176,,336,,,-,0,,,-,,-,NEW MEXICO,,20204954,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,49,2,,135,,1482,,3104,,,-,6,,41,,60,,,EAST NORTH CENTRAL,20204914,
TENNESSEE,2020,49,,-,31,,358,,716,,,-,1,,2,,4,,TENNESSEE,,20204942,POINT (-86.343226 35.842998)
CONNECTICUT,2020,49,,-,12,,122,,234,,,-,1,,1,,,-,CONNECTICUT,,20204903,POINT (-72.738288 41.575155)
MARYLAND,2020,49,,-,21,,263,,434,,,-,1,,,-,2,,MARYLAND,,20204933,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,49,,-,34,,78,,429,,,-,2,,3,,9,,SOUTH CAROLINA,,20204935,POINT (-80.864614 33.878572)
OKLAHOMA,2020,49,,N,,NC,,N,,N,,N,,NC,,N,,N,OKLAHOMA,,20204946,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,49,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20204965,POINT (145.725693 15.1834)
OHIO,2020,49,,-,62,,733,,1132,,,-,5,,35,,41,,OHIO,,20204918,POINT (-82.70936 40.415534)
MINNESOTA,2020,49,,-,22,,2,,485,,,-,0,,,-,,-,MINNESOTA,,20204923,POINT (-94.198308 46.349153)
LOUISIANA,2020,49,,-,24,,223,,392,,,-,3,,4,,1,,LOUISIANA,,20204945,POINT (-91.840238 30.921314)
HAWAII,2020,49,,-,4,,34,,101,,,-,0,,,-,,-,HAWAII,,20204960,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,49,15,,154,,1598,,2878,,,-,4,,16,,29,,,SOUTH ATLANTIC,20204928,
PENNSYLVANIA,2020,49,1,,27,,113,,611,,,-,1,,2,,9,,PENNSYLVANIA,,20204913,POINT (-77.838886 40.896694)
UTAH,2020,49,3,,12,,156,,200,,1,,1,,3,,2,,UTAH,,20204955,POINT (-111.678222 39.323779)
COLORADO,2020,49,11,,24,,340,,542,,,-,0,,,-,1,,COLORADO,,20204950,POINT (-105.547832 38.998552)
VERMONT,2020,49,,-,5,,24,,52,,,-,1,,1,,1,,VERMONT,,20204908,POINT (-72.662695 44.075252)
KENTUCKY,2020,49,,-,34,,190,,360,,,-,2,,2,,1,,KENTUCKY,,20204940,POINT (-85.290484 37.526683)
PUERTO RICO,2020,49,,-,0,,,-,2,,,-,0,,,-,,-,PUERTO RICO,,20204967,POINT (-66.414655 18.215692)
MAINE,2020,49,1,,9,,84,,156,,,-,0,,,-,,-,MAINE,,20204904,POINT (-69.06137 45.117911)
VIRGINIA,2020,49,,-,2,,8,,21,,,-,0,,,-,,-,VIRGINIA,,20204936,POINT (-78.666382 37.510861)
ARIZONA,2020,49,8,,36,,577,,682,,,-,2,,6,,1,,ARIZONA,,20204949,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,49,,N,,NC,,N,,N,,N,,NC,,N,,N,,AMERICAN SAMOA,20204964,
WISCONSIN,2020,49,2,,23,,248,,419,,,-,0,,,-,,-,WISCONSIN,,20204919,POINT (-89.732969 44.639954)
IDAHO,2020,49,,N,,NC,,N,,N,,N,,NC,,N,,N,IDAHO,,20204951,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,49,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20204968,POINT (-64.840836 18.060868)
MICHIGAN,2020,49,,-,46,,402,,891,,,-,4,,2,,17,,MICHIGAN,,20204917,POINT (-85.730977 44.874798)
GEORGIA,2020,49,5,,75,,487,,815,,,-,0,,,-,,-,GEORGIA,,20204932,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,49,6,,42,,416,,705,,,-,10,,15,,13,,,NEW YORK CITY,20204912,
ARKANSAS,2020,49,4,,33,,173,,322,,,-,1,,1,,,-,ARKANSAS,,20204944,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,49,,-,19,,164,,301,,,-,0,,,-,,-,MISSISSIPPI,,20204941,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,49,,-,5,,32,,92,,,-,0,,,-,4,,SOUTH DAKOTA,,20204927,POINT (-100.230491 44.43614)
WYOMING,2020,49,,-,3,,22,,37,,,-,0,,,-,,-,WYOMING,,20204956,POINT (-107.55145 42.999627)
MISSOURI,2020,49,,-,41,,324,,610,,,-,1,,4,,42,,MISSOURI,,20204924,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,49,12,,170,,1374,,2654,,,-,11,,64,,58,,,MIDDLE ATLANTIC,20204909,
